ensembl_transcript_id_version	ensembl_gene_id
ENSRNOT00000119729.1	ENSRNOG00000064865
ENSRNOT00000054915.5	ENSRNOG00000036659
ENSRNOT00000105585.1	ENSRNOG00000036659
ENSRNOT00000118691.1	ENSRNOG00000036659
ENSRNOT00000103390.1	ENSRNOG00000036659
ENSRNOT00000021901.6	ENSRNOG00000016295
ENSRNOT00000117161.1	ENSRNOG00000067694
ENSRNOT00000059715.3	ENSRNOG00000010386
ENSRNOT00000006395.7	ENSRNOG00000004789
ENSRNOT00000035049.6	ENSRNOG00000024127
ENSRNOT00000103101.1	ENSRNOG00000024127
ENSRNOT00000072274.3	ENSRNOG00000048187
ENSRNOT00000023003.7	ENSRNOG00000017117
ENSRNOT00000114758.1	ENSRNOG00000017117
ENSRNOT00000017867.6	ENSRNOG00000013152
ENSRNOT00000099142.1	ENSRNOG00000013152
ENSRNOT00000104023.1	ENSRNOG00000013152
ENSRNOT00000111331.1	ENSRNOG00000013152
ENSRNOT00000111579.1	ENSRNOG00000013152
ENSRNOT00000035153.4	ENSRNOG00000023261
ENSRNOT00000073425.3	ENSRNOG00000046264
ENSRNOT00000041965.6	ENSRNOG00000031439
ENSRNOT00000029488.5	ENSRNOG00000026056
ENSRNOT00000097439.1	ENSRNOG00000012185
ENSRNOT00000094351.1	ENSRNOG00000012185
ENSRNOT00000082914.2	ENSRNOG00000012185
ENSRNOT00000063865.3	ENSRNOG00000012185
ENSRNOT00000119713.1	ENSRNOG00000067487
ENSRNOT00000119021.1	ENSRNOG00000069289
ENSRNOT00000013450.8	ENSRNOG00000010096
ENSRNOT00000001958.5	ENSRNOG00000001440
ENSRNOT00000112030.1	ENSRNOG00000001440
ENSRNOT00000106634.1	ENSRNOG00000064764
ENSRNOT00000059383.5	ENSRNOG00000038864
ENSRNOT00000110618.1	ENSRNOG00000067286
ENSRNOT00000084275.2	ENSRNOG00000051691
ENSRNOT00000094832.1	ENSRNOG00000068322
ENSRNOT00000115842.1	ENSRNOG00000000164
ENSRNOT00000099710.1	ENSRNOG00000000164
ENSRNOT00000095944.1	ENSRNOG00000000164
ENSRNOT00000107735.1	ENSRNOG00000000164
ENSRNOT00000000177.5	ENSRNOG00000000164
ENSRNOT00000099330.1	ENSRNOG00000000164
ENSRNOT00000105324.1	ENSRNOG00000000164
ENSRNOT00000109158.1	ENSRNOG00000067101
ENSRNOT00000097699.1	ENSRNOG00000067809
ENSRNOT00000117997.1	ENSRNOG00000067809
ENSRNOT00000112250.1	ENSRNOG00000067809
ENSRNOT00000101825.1	ENSRNOG00000070514
ENSRNOT00000058294.3	ENSRNOG00000038291
ENSRNOT00000079097.2	ENSRNOG00000038291
ENSRNOT00000005887.5	ENSRNOG00000004412
ENSRNOT00000104764.1	ENSRNOG00000004412
ENSRNOT00000094419.1	ENSRNOG00000011489
ENSRNOT00000015869.9	ENSRNOG00000011489
ENSRNOT00000021656.5	ENSRNOG00000016105
ENSRNOT00000090165.2	ENSRNOG00000051986
ENSRNOT00000111894.1	ENSRNOG00000064974
ENSRNOT00000045976.3	ENSRNOG00000032739
ENSRNOT00000108400.1	ENSRNOG00000067520
ENSRNOT00000099381.1	ENSRNOG00000067520
ENSRNOT00000076716.2	ENSRNOG00000051294
ENSRNOT00000032162.5	ENSRNOG00000028292
ENSRNOT00000101970.1	ENSRNOG00000069713
ENSRNOT00000022328.8	ENSRNOG00000025787
ENSRNOT00000106349.1	ENSRNOG00000025787
ENSRNOT00000030737.5	ENSRNOG00000024041
ENSRNOT00000077364.2	ENSRNOG00000059654
ENSRNOT00000020313.8	ENSRNOG00000015077
ENSRNOT00000045865.4	ENSRNOG00000049650
ENSRNOT00000112940.1	ENSRNOG00000068361
ENSRNOT00000118828.1	ENSRNOG00000068361
ENSRNOT00000095115.1	ENSRNOG00000068361
ENSRNOT00000094685.1	ENSRNOG00000068361
ENSRNOT00000113337.1	ENSRNOG00000006363
ENSRNOT00000104968.1	ENSRNOG00000006363
ENSRNOT00000008341.4	ENSRNOG00000006363
ENSRNOT00000105149.1	ENSRNOG00000006363
ENSRNOT00000040616.4	ENSRNOG00000029516
ENSRNOT00000118503.1	ENSRNOG00000019744
ENSRNOT00000026724.5	ENSRNOG00000019744
ENSRNOT00000100979.1	ENSRNOG00000019744
ENSRNOT00000005324.5	ENSRNOG00000003959
ENSRNOT00000038736.5	ENSRNOG00000001383
ENSRNOT00000095087.1	ENSRNOG00000001383
ENSRNOT00000095422.1	ENSRNOG00000001383
ENSRNOT00000094097.1	ENSRNOG00000001383
ENSRNOT00000094252.1	ENSRNOG00000001383
ENSRNOT00000108073.1	ENSRNOG00000066805
ENSRNOT00000118792.1	ENSRNOG00000066805
ENSRNOT00000071258.4	ENSRNOG00000069749
ENSRNOT00000110314.1	ENSRNOG00000069749
ENSRNOT00000107367.1	ENSRNOG00000069749
ENSRNOT00000097739.1	ENSRNOG00000063126
ENSRNOT00000104575.1	ENSRNOG00000063126
ENSRNOT00000119335.1	ENSRNOG00000025200
ENSRNOT00000036989.7	ENSRNOG00000025200
ENSRNOT00000001610.8	ENSRNOG00000001212
ENSRNOT00000111099.1	ENSRNOG00000001212
ENSRNOT00000110206.1	ENSRNOG00000001212
ENSRNOT00000116011.1	ENSRNOG00000020730
ENSRNOT00000077942.2	ENSRNOG00000020730
ENSRNOT00000028149.8	ENSRNOG00000020730
ENSRNOT00000102206.1	ENSRNOG00000020730
ENSRNOT00000115139.1	ENSRNOG00000020730
ENSRNOT00000106690.1	ENSRNOG00000016534
ENSRNOT00000057851.5	ENSRNOG00000016534
ENSRNOT00000118771.1	ENSRNOG00000016534
ENSRNOT00000064120.3	ENSRNOG00000042473
ENSRNOT00000058010.2	ENSRNOG00000038122
ENSRNOT00000027996.5	ENSRNOG00000070119
ENSRNOT00000103202.1	ENSRNOG00000070119
ENSRNOT00000107293.1	ENSRNOG00000070119
ENSRNOT00000106300.1	ENSRNOG00000070119
ENSRNOT00000007341.4	ENSRNOG00000005558
ENSRNOT00000097977.1	ENSRNOG00000005558
ENSRNOT00000108080.1	ENSRNOG00000005558
ENSRNOT00000077145.2	ENSRNOG00000057454
ENSRNOT00000085116.2	ENSRNOG00000061492
ENSRNOT00000043992.5	ENSRNOG00000030354
ENSRNOT00000116032.1	ENSRNOG00000069884
ENSRNOT00000119883.1	ENSRNOG00000069884
ENSRNOT00000112609.1	ENSRNOG00000069884
ENSRNOT00000103033.1	ENSRNOG00000069137
ENSRNOT00000117389.1	ENSRNOG00000009329
ENSRNOT00000055333.3	ENSRNOG00000009329
ENSRNOT00000012537.8	ENSRNOG00000009329
ENSRNOT00000096550.1	ENSRNOG00000062811
ENSRNOT00000080068.2	ENSRNOG00000001422
ENSRNOT00000112844.1	ENSRNOG00000065164
ENSRNOT00000009562.7	ENSRNOG00000007266
ENSRNOT00000107667.1	ENSRNOG00000007266
ENSRNOT00000106333.1	ENSRNOG00000007266
ENSRNOT00000100103.1	ENSRNOG00000007266
ENSRNOT00000036140.7	ENSRNOG00000021882
ENSRNOT00000109911.1	ENSRNOG00000021882
ENSRNOT00000111563.1	ENSRNOG00000021882
ENSRNOT00000039983.4	ENSRNOG00000045678
ENSRNOT00000096834.1	ENSRNOG00000068054
ENSRNOT00000107194.1	ENSRNOG00000068054
ENSRNOT00000007754.6	ENSRNOG00000005918
ENSRNOT00000046240.5	ENSRNOG00000030871
ENSRNOT00000116801.1	ENSRNOG00000006565
ENSRNOT00000067809.2	ENSRNOG00000006565
ENSRNOT00000049132.4	ENSRNOG00000068947
ENSRNOT00000005156.7	ENSRNOG00000003687
ENSRNOT00000093882.1	ENSRNOG00000003687
ENSRNOT00000104316.1	ENSRNOG00000042646
ENSRNOT00000066284.4	ENSRNOG00000042646
ENSRNOT00000105284.1	ENSRNOG00000013492
ENSRNOT00000018711.5	ENSRNOG00000013492
ENSRNOT00000096525.1	ENSRNOG00000068502
ENSRNOT00000103070.1	ENSRNOG00000068502
ENSRNOT00000094672.1	ENSRNOG00000068502
ENSRNOT00000102016.1	ENSRNOG00000068502
ENSRNOT00000103145.1	ENSRNOG00000068502
ENSRNOT00000012790.8	ENSRNOG00000009333
ENSRNOT00000097357.1	ENSRNOG00000009333
ENSRNOT00000002240.8	ENSRNOG00000001642
ENSRNOT00000102661.1	ENSRNOG00000001642
ENSRNOT00000106080.1	ENSRNOG00000001642
ENSRNOT00000083017.2	ENSRNOG00000061040
ENSRNOT00000107240.1	ENSRNOG00000061040
ENSRNOT00000102499.1	ENSRNOG00000065596
ENSRNOT00000117278.1	ENSRNOG00000008100
ENSRNOT00000010682.6	ENSRNOG00000008100
ENSRNOT00000055928.5	ENSRNOG00000042259
ENSRNOT00000101330.1	ENSRNOG00000047134
ENSRNOT00000073683.3	ENSRNOG00000047134
ENSRNOT00000100918.1	ENSRNOG00000047134
ENSRNOT00000045189.4	ENSRNOG00000049383
ENSRNOT00000023133.8	ENSRNOG00000017165
ENSRNOT00000109731.1	ENSRNOG00000017165
ENSRNOT00000113194.1	ENSRNOG00000017165
ENSRNOT00000005977.7	ENSRNOG00000004430
ENSRNOT00000115260.1	ENSRNOG00000019068
ENSRNOT00000026017.5	ENSRNOG00000019068
ENSRNOT00000058420.4	ENSRNOG00000038369
ENSRNOT00000081705.2	ENSRNOG00000051623
ENSRNOT00000107413.1	ENSRNOG00000051623
ENSRNOT00000101091.1	ENSRNOG00000051623
ENSRNOT00000111232.1	ENSRNOG00000051623
ENSRNOT00000086214.2	ENSRNOG00000051623
ENSRNOT00000085508.2	ENSRNOG00000045597
ENSRNOT00000101022.1	ENSRNOG00000008137
ENSRNOT00000117493.1	ENSRNOG00000008137
ENSRNOT00000010976.7	ENSRNOG00000008137
ENSRNOT00000114199.1	ENSRNOG00000008137
ENSRNOT00000036219.5	ENSRNOG00000022376
ENSRNOT00000103880.1	ENSRNOG00000069711
ENSRNOT00000019844.7	ENSRNOG00000014426
ENSRNOT00000002800.7	ENSRNOG00000002036
ENSRNOT00000040365.5	ENSRNOG00000062517
ENSRNOT00000010249.4	ENSRNOG00000062517
ENSRNOT00000076978.4	ENSRNOG00000003201
ENSRNOT00000004278.7	ENSRNOG00000003201
ENSRNOT00000108146.1	ENSRNOG00000064310
ENSRNOT00000084431.2	ENSRNOG00000028259
ENSRNOT00000031653.5	ENSRNOG00000028259
ENSRNOT00000072222.3	ENSRNOG00000070634
ENSRNOT00000027973.6	ENSRNOG00000020608
ENSRNOT00000082674.2	ENSRNOG00000060205
ENSRNOT00000068711.3	ENSRNOG00000001878
ENSRNOT00000091675.2	ENSRNOG00000001878
ENSRNOT00000116686.1	ENSRNOG00000063843
ENSRNOT00000045917.5	ENSRNOG00000029520
ENSRNOT00000109908.1	ENSRNOG00000015774
ENSRNOT00000021152.5	ENSRNOG00000015774
ENSRNOT00000085619.2	ENSRNOG00000015774
ENSRNOT00000058074.3	ENSRNOG00000018228
ENSRNOT00000107286.1	ENSRNOG00000060690
ENSRNOT00000086643.2	ENSRNOG00000060690
ENSRNOT00000112375.1	ENSRNOG00000060690
ENSRNOT00000108621.1	ENSRNOG00000060690
ENSRNOT00000102676.1	ENSRNOG00000060690
ENSRNOT00000004891.7	ENSRNOG00000022368
ENSRNOT00000112546.1	ENSRNOG00000022368
ENSRNOT00000065156.4	ENSRNOG00000042940
ENSRNOT00000005332.7	ENSRNOG00000003997
ENSRNOT00000078195.2	ENSRNOG00000003997
ENSRNOT00000115408.1	ENSRNOG00000062445
ENSRNOT00000110254.1	ENSRNOG00000062445
ENSRNOT00000103919.1	ENSRNOG00000062445
ENSRNOT00000016752.5	ENSRNOG00000012544
ENSRNOT00000113573.1	ENSRNOG00000017226
ENSRNOT00000023256.6	ENSRNOG00000017226
ENSRNOT00000095666.1	ENSRNOG00000017226
ENSRNOT00000112591.1	ENSRNOG00000003864
ENSRNOT00000005374.6	ENSRNOG00000003864
ENSRNOT00000105318.1	ENSRNOG00000003864
ENSRNOT00000041074.6	ENSRNOG00000049590
ENSRNOT00000057931.5	ENSRNOG00000038074
ENSRNOT00000114334.1	ENSRNOG00000064931
ENSRNOT00000040125.4	ENSRNOG00000029244
ENSRNOT00000025410.4	ENSRNOG00000018812
ENSRNOT00000101865.1	ENSRNOG00000028733
ENSRNOT00000031896.7	ENSRNOG00000028733
ENSRNOT00000117175.1	ENSRNOG00000028733
ENSRNOT00000100560.1	ENSRNOG00000028733
ENSRNOT00000111312.1	ENSRNOG00000062397
ENSRNOT00000095026.1	ENSRNOG00000062397
ENSRNOT00000114379.1	ENSRNOG00000062397
ENSRNOT00000099186.1	ENSRNOG00000062397
ENSRNOT00000097017.1	ENSRNOG00000062397
ENSRNOT00000084798.2	ENSRNOG00000054186
ENSRNOT00000117569.1	ENSRNOG00000046445
ENSRNOT00000102506.1	ENSRNOG00000046445
ENSRNOT00000110034.1	ENSRNOG00000046445
ENSRNOT00000073588.3	ENSRNOG00000046445
ENSRNOT00000104094.1	ENSRNOG00000033262
ENSRNOT00000044030.4	ENSRNOG00000033262
ENSRNOT00000101672.1	ENSRNOG00000033262
ENSRNOT00000103822.1	ENSRNOG00000070924
ENSRNOT00000106694.1	ENSRNOG00000070924
ENSRNOT00000099401.1	ENSRNOG00000068684
ENSRNOT00000095208.1	ENSRNOG00000028380
ENSRNOT00000039311.8	ENSRNOG00000028380
ENSRNOT00000070931.2	ENSRNOG00000062952
ENSRNOT00000038506.4	ENSRNOG00000026828
ENSRNOT00000108929.1	ENSRNOG00000026828
ENSRNOT00000079769.2	ENSRNOG00000007882
ENSRNOT00000010482.8	ENSRNOG00000007882
ENSRNOT00000058315.6	ENSRNOG00000007882
ENSRNOT00000091652.2	ENSRNOG00000007882
ENSRNOT00000097779.1	ENSRNOG00000007882
ENSRNOT00000117114.1	ENSRNOG00000007882
ENSRNOT00000029503.7	ENSRNOG00000027276
ENSRNOT00000098546.1	ENSRNOG00000066768
ENSRNOT00000033200.5	ENSRNOG00000021611
ENSRNOT00000091328.2	ENSRNOG00000021611
ENSRNOT00000020553.6	ENSRNOG00000015333
ENSRNOT00000099875.1	ENSRNOG00000070954
ENSRNOT00000066586.3	ENSRNOG00000015139
ENSRNOT00000081920.2	ENSRNOG00000015139
ENSRNOT00000037980.5	ENSRNOG00000012955
ENSRNOT00000092276.2	ENSRNOG00000039819
ENSRNOT00000061105.6	ENSRNOG00000039819
ENSRNOT00000013176.6	ENSRNOG00000009663
ENSRNOT00000087958.2	ENSRNOG00000009663
ENSRNOT00000019269.4	ENSRNOG00000014383
ENSRNOT00000025137.7	ENSRNOG00000018525
ENSRNOT00000118098.1	ENSRNOG00000063373
ENSRNOT00000115811.1	ENSRNOG00000070511
ENSRNOT00000057891.2	ENSRNOG00000038041
ENSRNOT00000116541.1	ENSRNOG00000065694
ENSRNOT00000024917.5	ENSRNOG00000018445
ENSRNOT00000084197.2	ENSRNOG00000052388
ENSRNOT00000101063.1	ENSRNOG00000065687
ENSRNOT00000099517.1	ENSRNOG00000065687
ENSRNOT00000113958.1	ENSRNOG00000068346
ENSRNOT00000027829.8	ENSRNOG00000020519
ENSRNOT00000117797.1	ENSRNOG00000020519
ENSRNOT00000108558.1	ENSRNOG00000020519
ENSRNOT00000016578.6	ENSRNOG00000012284
ENSRNOT00000107830.1	ENSRNOG00000012284
ENSRNOT00000113927.1	ENSRNOG00000012284
ENSRNOT00000025848.5	ENSRNOG00000019098
ENSRNOT00000116416.1	ENSRNOG00000018724
ENSRNOT00000025273.7	ENSRNOG00000018724
ENSRNOT00000091536.2	ENSRNOG00000018724
ENSRNOT00000036299.4	ENSRNOG00000026493
ENSRNOT00000084038.2	ENSRNOG00000054780
ENSRNOT00000074346.4	ENSRNOG00000001872
ENSRNOT00000002557.8	ENSRNOG00000001872
ENSRNOT00000114841.1	ENSRNOG00000065998
ENSRNOT00000111016.1	ENSRNOG00000001003
ENSRNOT00000001327.7	ENSRNOG00000001003
ENSRNOT00000037377.7	ENSRNOG00000022492
ENSRNOT00000082632.2	ENSRNOG00000052008
ENSRNOT00000041223.3	ENSRNOG00000033585
ENSRNOT00000097238.1	ENSRNOG00000012653
ENSRNOT00000082600.2	ENSRNOG00000012653
ENSRNOT00000067118.3	ENSRNOG00000012653
ENSRNOT00000102190.1	ENSRNOG00000066477
ENSRNOT00000104084.1	ENSRNOG00000068331
ENSRNOT00000000697.4	ENSRNOG00000000572
ENSRNOT00000005522.8	ENSRNOG00000004132
ENSRNOT00000102880.1	ENSRNOG00000004132
ENSRNOT00000108404.1	ENSRNOG00000015020
ENSRNOT00000020322.6	ENSRNOG00000015020
ENSRNOT00000110281.1	ENSRNOG00000001030
ENSRNOT00000058206.5	ENSRNOG00000001030
ENSRNOT00000110180.1	ENSRNOG00000001030
ENSRNOT00000107638.1	ENSRNOG00000001030
ENSRNOT00000109894.1	ENSRNOG00000001030
ENSRNOT00000119698.1	ENSRNOG00000001030
ENSRNOT00000001360.4	ENSRNOG00000001030
ENSRNOT00000112152.1	ENSRNOG00000001424
ENSRNOT00000059486.6	ENSRNOG00000001424
ENSRNOT00000097976.1	ENSRNOG00000001424
ENSRNOT00000044841.7	ENSRNOG00000001424
ENSRNOT00000100835.1	ENSRNOG00000065014
ENSRNOT00000080171.2	ENSRNOG00000053283
ENSRNOT00000093811.1	ENSRNOG00000037951
ENSRNOT00000110734.1	ENSRNOG00000037951
ENSRNOT00000057718.6	ENSRNOG00000037951
ENSRNOT00000097666.1	ENSRNOG00000037951
ENSRNOT00000099334.1	ENSRNOG00000068497
ENSRNOT00000113885.1	ENSRNOG00000007431
ENSRNOT00000074769.4	ENSRNOG00000007431
ENSRNOT00000102961.1	ENSRNOG00000007431
ENSRNOT00000112438.1	ENSRNOG00000063288
ENSRNOT00000110920.1	ENSRNOG00000069082
ENSRNOT00000104892.1	ENSRNOG00000022323
ENSRNOT00000010893.7	ENSRNOG00000022323
ENSRNOT00000103201.1	ENSRNOG00000070283
ENSRNOT00000115500.1	ENSRNOG00000070028
ENSRNOT00000084952.2	ENSRNOG00000057748
ENSRNOT00000012614.5	ENSRNOG00000009521
ENSRNOT00000106626.1	ENSRNOG00000002021
ENSRNOT00000101000.1	ENSRNOG00000002021
ENSRNOT00000108078.1	ENSRNOG00000002021
ENSRNOT00000002769.9	ENSRNOG00000002021
ENSRNOT00000108574.1	ENSRNOG00000002021
ENSRNOT00000043410.6	ENSRNOG00000002021
ENSRNOT00000074958.3	ENSRNOG00000048579
ENSRNOT00000013225.7	ENSRNOG00000009948
ENSRNOT00000115002.1	ENSRNOG00000009948
ENSRNOT00000004232.6	ENSRNOG00000003084
ENSRNOT00000107741.1	ENSRNOG00000015625
ENSRNOT00000020927.4	ENSRNOG00000015625
ENSRNOT00000083348.2	ENSRNOG00000056680
ENSRNOT00000109403.1	ENSRNOG00000063391
ENSRNOT00000071705.2	ENSRNOG00000063772
ENSRNOT00000099175.1	ENSRNOG00000065772
ENSRNOT00000022358.8	ENSRNOG00000016405
ENSRNOT00000111456.1	ENSRNOG00000062763
ENSRNOT00000090317.2	ENSRNOG00000061240
ENSRNOT00000104027.1	ENSRNOG00000011502
ENSRNOT00000048506.4	ENSRNOG00000011502
ENSRNOT00000096235.1	ENSRNOG00000011502
ENSRNOT00000076283.2	ENSRNOG00000029663
ENSRNOT00000093778.1	ENSRNOG00000065791
ENSRNOT00000022381.5	ENSRNOG00000016616
ENSRNOT00000110747.1	ENSRNOG00000016616
ENSRNOT00000119091.1	ENSRNOG00000016616
ENSRNOT00000090212.2	ENSRNOG00000056746
ENSRNOT00000120023.1	ENSRNOG00000062424
ENSRNOT00000076867.2	ENSRNOG00000051341
ENSRNOT00000037039.7	ENSRNOG00000028493
ENSRNOT00000009058.7	ENSRNOG00000006293
ENSRNOT00000025357.8	ENSRNOG00000018480
ENSRNOT00000060975.4	ENSRNOG00000039749
ENSRNOT00000032359.5	ENSRNOG00000019024
ENSRNOT00000113035.1	ENSRNOG00000064877
ENSRNOT00000014218.7	ENSRNOG00000010357
ENSRNOT00000101843.1	ENSRNOG00000010357
ENSRNOT00000116473.1	ENSRNOG00000010357
ENSRNOT00000097318.1	ENSRNOG00000068862
ENSRNOT00000049512.6	ENSRNOG00000000973
ENSRNOT00000080645.2	ENSRNOG00000057324
ENSRNOT00000073370.3	ENSRNOG00000049942
ENSRNOT00000098917.1	ENSRNOG00000049942
ENSRNOT00000003759.5	ENSRNOG00000002794
ENSRNOT00000076879.3	ENSRNOG00000002794
ENSRNOT00000026666.10	ENSRNOG00000019700
ENSRNOT00000098453.1	ENSRNOG00000019700
ENSRNOT00000047752.3	ENSRNOG00000031779
ENSRNOT00000095263.1	ENSRNOG00000031779
ENSRNOT00000091386.2	ENSRNOG00000051988
ENSRNOT00000074099.3	ENSRNOG00000065269
ENSRNOT00000115744.1	ENSRNOG00000066842
ENSRNOT00000089069.2	ENSRNOG00000056215
ENSRNOT00000099069.1	ENSRNOG00000065796
ENSRNOT00000015508.6	ENSRNOG00000011618
ENSRNOT00000037901.7	ENSRNOG00000013674
ENSRNOT00000114483.1	ENSRNOG00000013674
ENSRNOT00000074788.2	ENSRNOG00000050672
ENSRNOT00000025270.5	ENSRNOG00000067527
ENSRNOT00000010242.6	ENSRNOG00000007591
ENSRNOT00000041344.5	ENSRNOG00000031960
ENSRNOT00000023032.7	ENSRNOG00000017091
ENSRNOT00000055379.5	ENSRNOG00000036882
ENSRNOT00000035545.6	ENSRNOG00000021312
ENSRNOT00000091706.2	ENSRNOG00000058009
ENSRNOT00000117895.1	ENSRNOG00000014275
ENSRNOT00000100260.1	ENSRNOG00000014275
ENSRNOT00000097055.1	ENSRNOG00000014275
ENSRNOT00000019281.8	ENSRNOG00000014275
ENSRNOT00000107751.1	ENSRNOG00000014275
ENSRNOT00000038311.5	ENSRNOG00000009610
ENSRNOT00000107574.1	ENSRNOG00000071206
ENSRNOT00000073726.2	ENSRNOG00000050216
ENSRNOT00000033749.6	ENSRNOG00000015262
ENSRNOT00000086873.2	ENSRNOG00000060847
ENSRNOT00000040629.6	ENSRNOG00000022395
ENSRNOT00000117677.1	ENSRNOG00000022395
ENSRNOT00000106642.1	ENSRNOG00000022395
ENSRNOT00000107522.1	ENSRNOG00000022395
ENSRNOT00000038293.7	ENSRNOG00000022698
ENSRNOT00000079177.2	ENSRNOG00000022698
ENSRNOT00000005050.5	ENSRNOG00000003777
ENSRNOT00000102111.1	ENSRNOG00000064849
ENSRNOT00000112325.1	ENSRNOG00000062537
ENSRNOT00000007268.4	ENSRNOG00000005392
ENSRNOT00000107122.1	ENSRNOG00000005392
ENSRNOT00000024248.4	ENSRNOG00000017932
ENSRNOT00000020854.6	ENSRNOG00000015212
ENSRNOT00000116211.1	ENSRNOG00000053404
ENSRNOT00000080448.2	ENSRNOG00000053404
ENSRNOT00000100126.1	ENSRNOG00000053404
ENSRNOT00000093813.1	ENSRNOG00000070269
ENSRNOT00000001285.6	ENSRNOG00000000969
ENSRNOT00000107940.1	ENSRNOG00000000969
ENSRNOT00000119251.1	ENSRNOG00000000855
ENSRNOT00000065940.5	ENSRNOG00000000855
ENSRNOT00000092443.2	ENSRNOG00000000855
ENSRNOT00000095295.1	ENSRNOG00000063983
ENSRNOT00000076663.2	ENSRNOG00000051300
ENSRNOT00000090083.2	ENSRNOG00000000383
ENSRNOT00000057872.3	ENSRNOG00000000383
ENSRNOT00000009240.7	ENSRNOG00000006104
ENSRNOT00000077382.3	ENSRNOG00000006104
ENSRNOT00000083264.3	ENSRNOG00000006104
ENSRNOT00000093298.2	ENSRNOG00000006104
ENSRNOT00000109341.1	ENSRNOG00000006104
ENSRNOT00000099391.1	ENSRNOG00000070285
ENSRNOT00000081657.2	ENSRNOG00000060760
ENSRNOT00000059785.5	ENSRNOG00000027022
ENSRNOT00000089610.2	ENSRNOG00000061130
ENSRNOT00000048074.5	ENSRNOG00000005861
ENSRNOT00000007870.6	ENSRNOG00000005861
ENSRNOT00000116672.1	ENSRNOG00000005861
ENSRNOT00000010254.4	ENSRNOG00000007647
ENSRNOT00000051060.6	ENSRNOG00000001575
ENSRNOT00000050073.6	ENSRNOG00000001575
ENSRNOT00000042581.6	ENSRNOG00000001575
ENSRNOT00000085629.2	ENSRNOG00000001575
ENSRNOT00000081066.2	ENSRNOG00000001575
ENSRNOT00000100916.1	ENSRNOG00000001575
ENSRNOT00000107169.1	ENSRNOG00000068564
ENSRNOT00000101786.1	ENSRNOG00000066512
ENSRNOT00000078078.2	ENSRNOG00000054013
ENSRNOT00000020030.7	ENSRNOG00000014808
ENSRNOT00000098185.1	ENSRNOG00000014808
ENSRNOT00000106742.1	ENSRNOG00000064722
ENSRNOT00000096754.1	ENSRNOG00000067106
ENSRNOT00000092495.2	ENSRNOG00000062056
ENSRNOT00000065619.5	ENSRNOG00000058172
ENSRNOT00000028066.6	ENSRNOG00000020679
ENSRNOT00000082085.2	ENSRNOG00000064971
ENSRNOT00000106011.1	ENSRNOG00000064971
ENSRNOT00000015541.5	ENSRNOG00000011671
ENSRNOT00000100535.1	ENSRNOG00000070042
ENSRNOT00000038553.4	ENSRNOG00000025293
ENSRNOT00000011922.9	ENSRNOG00000027341
ENSRNOT00000097791.1	ENSRNOG00000027341
ENSRNOT00000037806.3	ENSRNOG00000032737
ENSRNOT00000109789.1	ENSRNOG00000032737
ENSRNOT00000066282.3	ENSRNOG00000029844
ENSRNOT00000051342.5	ENSRNOG00000029844
ENSRNOT00000004379.6	ENSRNOG00000003267
ENSRNOT00000109433.1	ENSRNOG00000068620
ENSRNOT00000067919.3	ENSRNOG00000042847
ENSRNOT00000098457.1	ENSRNOG00000020229
ENSRNOT00000027428.6	ENSRNOG00000020229
ENSRNOT00000108210.1	ENSRNOG00000020229
ENSRNOT00000120170.1	ENSRNOG00000020229
ENSRNOT00000115291.1	ENSRNOG00000065954
ENSRNOT00000047104.7	ENSRNOG00000034110
ENSRNOT00000087119.2	ENSRNOG00000060786
ENSRNOT00000077443.2	ENSRNOG00000058193
ENSRNOT00000090037.2	ENSRNOG00000055266
ENSRNOT00000011314.8	ENSRNOG00000008555
ENSRNOT00000109521.1	ENSRNOG00000058694
ENSRNOT00000088575.2	ENSRNOG00000058694
ENSRNOT00000093993.1	ENSRNOG00000058694
ENSRNOT00000077397.2	ENSRNOG00000027139
ENSRNOT00000034889.6	ENSRNOG00000027139
ENSRNOT00000077653.2	ENSRNOG00000047628
ENSRNOT00000072033.2	ENSRNOG00000047628
ENSRNOT00000100581.1	ENSRNOG00000014162
ENSRNOT00000019419.6	ENSRNOG00000014162
ENSRNOT00000097171.1	ENSRNOG00000014162
ENSRNOT00000106381.1	ENSRNOG00000014162
ENSRNOT00000001996.5	ENSRNOG00000001470
ENSRNOT00000118532.1	ENSRNOG00000001470
ENSRNOT00000084427.2	ENSRNOG00000001470
ENSRNOT00000068440.4	ENSRNOG00000042888
ENSRNOT00000117818.1	ENSRNOG00000042888
ENSRNOT00000021095.6	ENSRNOG00000015666
ENSRNOT00000042077.3	ENSRNOG00000015666
ENSRNOT00000119999.1	ENSRNOG00000065460
ENSRNOT00000056141.6	ENSRNOG00000020880
ENSRNOT00000109992.1	ENSRNOG00000020880
ENSRNOT00000020924.5	ENSRNOG00000015585
ENSRNOT00000102582.1	ENSRNOG00000015585
ENSRNOT00000022761.8	ENSRNOG00000016773
ENSRNOT00000111286.1	ENSRNOG00000067582
ENSRNOT00000098194.1	ENSRNOG00000066627
ENSRNOT00000073685.3	ENSRNOG00000045779
ENSRNOT00000021842.3	ENSRNOG00000016278
ENSRNOT00000010634.6	ENSRNOG00000007865
ENSRNOT00000101328.1	ENSRNOG00000007865
ENSRNOT00000114486.1	ENSRNOG00000064993
ENSRNOT00000106335.1	ENSRNOG00000056659
ENSRNOT00000118226.1	ENSRNOG00000056659
